Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
NEW YORK METS,Max Scherzer,batted-ball,Pitcher,Handedness,2022,vs L,0.43,23.1%,23.1%,53.8%,11.4%,14.3%,0.0%,0.0%,42.4%,30.3%,27.3%,18.2%,56.1%,25.8%,471,162,309
NEW YORK METS,Max Scherzer,batted-ball,Pitcher,Handedness,2022,vs R,0.88,16.9%,39.0%,44.2%,14.7%,2.9%,13.3%,0.0%,39.0%,32.5%,28.6%,28.6%,45.5%,26.0%,457,133,324
NEW YORK METS,David Peterson,batted-ball,Pitcher,Handedness,2022,vs L,1.5,10.3%,53.8%,35.9%,0.0%,35.7%,9.5%,0.0%,33.3%,43.6%,23.1%,20.5%,41.0%,38.5%,267,101,166
NEW YORK METS,David Peterson,batted-ball,Pitcher,Handedness,2022,vs R,2.03,22.0%,52.3%,25.8%,11.8%,8.8%,8.7%,0.0%,40.2%,38.6%,21.2%,19.7%,46.2%,34.1%,912,385,527
NEW YORK METS,Chris Bassitt,batted-ball,Pitcher,Handedness,2022,vs L,0.9,14.4%,40.5%,45.0%,8.0%,16.0%,4.4%,0.0%,36.9%,34.2%,28.8%,20.7%,57.7%,21.6%,699,254,445
NEW YORK METS,Chris Bassitt,batted-ball,Pitcher,Handedness,2022,vs R,1.54,16.4%,50.7%,32.9%,12.0%,10.0%,6.5%,50.0%,40.9%,31.8%,27.3%,25.3%,44.8%,29.9%,867,291,576
NEW YORK METS,Carlos Carrasco,batted-ball,Pitcher,Handedness,2022,vs L,1.46,19.3%,47.9%,32.8%,2.6%,15.4%,5.3%,100.0%,48.8%,27.3%,24.0%,9.9%,55.4%,34.7%,700,245,455
NEW YORK METS,Carlos Carrasco,batted-ball,Pitcher,Handedness,2022,vs R,1.19,21.9%,42.4%,35.8%,14.8%,9.3%,9.4%,0.0%,38.4%,32.5%,29.1%,20.5%,53.6%,25.8%,750,244,506
NEW YORK METS,Taijuan Walker,batted-ball,Pitcher,Handedness,2022,vs L,1.41,16.7%,48.8%,34.5%,17.2%,6.9%,2.4%,0.0%,34.5%,40.5%,25.0%,16.7%,53.6%,29.8%,525,198,327
NEW YORK METS,Taijuan Walker,batted-ball,Pitcher,Handedness,2022,vs R,1.86,22.2%,50.6%,27.2%,15.9%,4.5%,6.1%,0.0%,46.0%,35.0%,19.0%,19.0%,52.1%,28.8%,805,273,532
