Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
PITTSBURGH PIRATES,Ben Gamel,advanced,Batter,Handedness,2022,vs L as L,12.8%,27.7%,0.46,0.244,0.34,0.317,0.657,0.073,0.357,5,-0.4,0.3,93
PITTSBURGH PIRATES,Ben Gamel,advanced,Batter,Handedness,2022,vs R as L,10.7%,25.7%,0.42,0.248,0.329,0.408,0.737,0.16,0.318,18,1.6,0.325,110
PITTSBURGH PIRATES,Ben Gamel,advanced,Batter,Handedness,2022,vs L,12.8%,27.7%,0.46,0.244,0.34,0.317,0.657,0.073,0.357,5,-0.4,0.3,93
PITTSBURGH PIRATES,Ben Gamel,advanced,Batter,Handedness,2022,vs R,10.7%,25.7%,0.42,0.248,0.329,0.408,0.737,0.16,0.318,18,1.6,0.325,110
PITTSBURGH PIRATES,Daniel Vogelbach,advanced,Batter,Handedness,2022,vs L as L,13.0%,24.6%,0.53,0.133,0.246,0.15,0.396,0.017,0.186,2,-6.2,0.198,24
PITTSBURGH PIRATES,Daniel Vogelbach,advanced,Batter,Handedness,2022,vs R as L,13.7%,23.7%,0.58,0.276,0.374,0.564,0.938,0.288,0.308,35,13.4,0.399,160
PITTSBURGH PIRATES,Daniel Vogelbach,advanced,Batter,Handedness,2022,vs L,13.0%,24.6%,0.53,0.133,0.246,0.15,0.396,0.017,0.186,2,-6.2,0.198,24
PITTSBURGH PIRATES,Daniel Vogelbach,advanced,Batter,Handedness,2022,vs R,13.7%,23.7%,0.58,0.276,0.374,0.564,0.938,0.288,0.308,35,13.4,0.399,160
PITTSBURGH PIRATES,Ke'Bryan Hayes,advanced,Batter,Handedness,2022,vs L as R,8.4%,11.2%,0.75,0.33,0.393,0.495,0.887,0.165,0.354,19,6.6,0.387,152
PITTSBURGH PIRATES,Ke'Bryan Hayes,advanced,Batter,Handedness,2022,vs R as R,9.5%,26.8%,0.35,0.213,0.29,0.29,0.58,0.077,0.297,18,-8.6,0.263,68
