Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
CHICAGO WHITE SOX,Tim Anderson,advanced,Batter,Handedness,2022,vs L as R,2.3%,9.3%,0.25,0.452,0.465,0.643,1.108,0.19,0.472,11,5.8,0.479,221
CHICAGO WHITE SOX,Tim Anderson,advanced,Batter,Handedness,2022,vs R as R,4.5%,14.7%,0.3,0.282,0.33,0.368,0.699,0.086,0.324,26,-0.2,0.309,102
CHICAGO WHITE SOX,Tim Anderson,advanced,Batter,Handedness,2022,vs L,2.3%,9.3%,0.25,0.452,0.465,0.643,1.108,0.19,0.472,11,5.8,0.479,221
CHICAGO WHITE SOX,Tim Anderson,advanced,Batter,Handedness,2022,vs R,4.5%,14.7%,0.3,0.282,0.33,0.368,0.699,0.086,0.324,26,-0.2,0.309,102
CHICAGO WHITE SOX,Yoán Moncada,advanced,Batter,Handedness,2022,vs R as L,3.7%,27.2%,0.14,0.186,0.228,0.295,0.523,0.109,0.236,7,-8.5,0.232,48
CHICAGO WHITE SOX,Yoán Moncada,advanced,Batter,Handedness,2022,vs L as R,6.9%,27.6%,0.25,0.185,0.241,0.296,0.538,0.111,0.222,1,-2.0,0.225,43
CHICAGO WHITE SOX,Yoán Moncada,advanced,Batter,Handedness,2022,vs L,6.9%,27.6%,0.25,0.185,0.241,0.296,0.538,0.111,0.222,1,-2.0,0.225,43
CHICAGO WHITE SOX,Yoán Moncada,advanced,Batter,Handedness,2022,vs R,3.7%,27.2%,0.14,0.186,0.228,0.295,0.523,0.109,0.236,7,-8.5,0.232,48
CHICAGO WHITE SOX,Luis Robert,advanced,Batter,Handedness,2022,vs L as R,6.3%,21.9%,0.29,0.373,0.406,0.559,0.966,0.186,0.442,12,5.1,0.41,172
CHICAGO WHITE SOX,Luis Robert,advanced,Batter,Handedness,2022,vs R as R,3.2%,18.9%,0.17,0.269,0.301,0.408,0.709,0.139,0.306,29,-0.1,0.31,102
CHICAGO WHITE SOX,Luis Robert,advanced,Batter,Handedness,2022,vs L,6.3%,21.9%,0.29,0.373,0.406,0.559,0.966,0.186,0.442,12,5.1,0.41,172
CHICAGO WHITE SOX,Luis Robert,advanced,Batter,Handedness,2022,vs R,3.2%,18.9%,0.17,0.269,0.301,0.408,0.709,0.139,0.306,29,-0.1,0.31,102
CHICAGO WHITE SOX,José Abreu,advanced,Batter,Handedness,2022,vs L as R,11.9%,23.9%,0.5,0.288,0.373,0.559,0.932,0.271,0.333,13,4.8,0.4,165
CHICAGO WHITE SOX,José Abreu,advanced,Batter,Handedness,2022,vs R as R,10.8%,13.8%,0.79,0.299,0.38,0.448,0.828,0.149,0.332,48,12.9,0.363,140
CHICAGO WHITE SOX,José Abreu,advanced,Batter,Handedness,2022,vs L,11.9%,23.9%,0.5,0.288,0.373,0.559,0.932,0.271,0.333,13,4.8,0.4,165
CHICAGO WHITE SOX,José Abreu,advanced,Batter,Handedness,2022,vs R,10.8%,13.8%,0.79,0.299,0.38,0.448,0.828,0.149,0.332,48,12.9,0.363,140
CHICAGO WHITE SOX,Gavin Sheets,advanced,Batter,Handedness,2022,vs L as L,4.5%,31.8%,0.14,0.19,0.227,0.238,0.465,0.048,0.286,1,-1.8,0.209,32
CHICAGO WHITE SOX,Gavin Sheets,advanced,Batter,Handedness,2022,vs R as L,7.3%,19.7%,0.37,0.239,0.306,0.409,0.715,0.17,0.267,23,0.6,0.314,105
CHICAGO WHITE SOX,Gavin Sheets,advanced,Batter,Handedness,2022,vs L,4.5%,31.8%,0.14,0.19,0.227,0.238,0.465,0.048,0.286,1,-1.8,0.209,32
CHICAGO WHITE SOX,Gavin Sheets,advanced,Batter,Handedness,2022,vs R,7.3%,19.7%,0.37,0.239,0.306,0.409,0.715,0.17,0.267,23,0.6,0.314,105
CHICAGO WHITE SOX,Eloy Jiménez,advanced,Batter,Handedness,2022,vs L as R,6.7%,26.7%,0.25,0.231,0.267,0.462,0.728,0.231,0.222,2,-0.1,0.302,96
