Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
CHICAGO CUBS,Rafael Ortega,advanced,Batter,Handedness,2022,vs L as L,10.5%,10.5%,1.0,0.235,0.316,0.235,0.551,0.0,0.267,1,-0.8,0.259,63
CHICAGO CUBS,Rafael Ortega,advanced,Batter,Handedness,2022,vs R as L,12.6%,21.2%,0.6,0.257,0.35,0.396,0.746,0.139,0.314,29,3.4,0.329,111
CHICAGO CUBS,Rafael Ortega,advanced,Batter,Handedness,2022,vs L,10.5%,10.5%,1.0,0.235,0.316,0.235,0.551,0.0,0.267,1,-0.8,0.259,63
CHICAGO CUBS,Rafael Ortega,advanced,Batter,Handedness,2022,vs R,12.6%,21.2%,0.6,0.257,0.35,0.396,0.746,0.139,0.314,29,3.4,0.329,111
CHICAGO CUBS,Willson Contreras,advanced,Batter,Handedness,2022,vs L as R,8.3%,22.6%,0.37,0.296,0.405,0.704,1.109,0.408,0.311,20,10.3,0.464,202
CHICAGO CUBS,Willson Contreras,advanced,Batter,Handedness,2022,vs R as R,11.8%,19.7%,0.6,0.255,0.374,0.4,0.774,0.145,0.306,35,7.2,0.348,123
CHICAGO CUBS,Willson Contreras,advanced,Batter,Handedness,2022,vs L,8.3%,22.6%,0.37,0.296,0.405,0.704,1.109,0.408,0.311,20,10.3,0.464,202
CHICAGO CUBS,Willson Contreras,advanced,Batter,Handedness,2022,vs R,11.8%,19.7%,0.6,0.255,0.374,0.4,0.774,0.145,0.306,35,7.2,0.348,123
CHICAGO CUBS,Ian Happ,advanced,Batter,Handedness,2022,vs R as L,13.1%,19.8%,0.66,0.251,0.354,0.432,0.786,0.181,0.294,38,6.7,0.341,119
CHICAGO CUBS,Ian Happ,advanced,Batter,Handedness,2022,vs L as R,7.5%,25.0%,0.3,0.347,0.413,0.528,0.94,0.181,0.46,16,6.3,0.408,164
CHICAGO CUBS,Ian Happ,advanced,Batter,Handedness,2022,vs R as R,0.0%,0.0%,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0,0.2,0.442,187
CHICAGO CUBS,Ian Happ,advanced,Batter,Handedness,2022,vs L,7.5%,25.0%,0.3,0.347,0.413,0.528,0.94,0.181,0.46,16,6.3,0.408,164
CHICAGO CUBS,Ian Happ,advanced,Batter,Handedness,2022,vs R,13.0%,19.6%,0.66,0.253,0.356,0.432,0.788,0.179,0.297,38,6.9,0.342,119
CHICAGO CUBS,Seiya Suzuki,advanced,Batter,Handedness,2022,vs L as R,13.1%,14.8%,0.89,0.245,0.344,0.509,0.854,0.264,0.244,9,2.3,0.356,129
CHICAGO CUBS,Seiya Suzuki,advanced,Batter,Handedness,2022,vs R as R,11.6%,32.6%,0.36,0.261,0.349,0.432,0.781,0.171,0.382,18,3.2,0.341,119
CHICAGO CUBS,Seiya Suzuki,advanced,Batter,Handedness,2022,vs L,13.1%,14.8%,0.89,0.245,0.344,0.509,0.854,0.264,0.244,9,2.3,0.356,129
CHICAGO CUBS,Seiya Suzuki,advanced,Batter,Handedness,2022,vs R,11.6%,32.6%,0.36,0.261,0.349,0.432,0.781,0.171,0.382,18,3.2,0.341,119
CHICAGO CUBS,Nico Hoerner,advanced,Batter,Handedness,2022,vs L as R,2.5%,11.3%,0.22,0.321,0.338,0.487,0.825,0.167,0.353,12,2.8,0.355,128
CHICAGO CUBS,Nico Hoerner,advanced,Batter,Handedness,2022,vs R as R,4.7%,10.5%,0.45,0.298,0.34,0.404,0.745,0.107,0.316,24,2.1,0.324,107
CHICAGO CUBS,Nico Hoerner,advanced,Batter,Handedness,2022,vs L,2.5%,11.3%,0.22,0.321,0.338,0.487,0.825,0.167,0.353,12,2.8,0.355,128
CHICAGO CUBS,Nico Hoerner,advanced,Batter,Handedness,2022,vs R,4.7%,10.5%,0.45,0.298,0.34,0.404,0.745,0.107,0.316,24,2.1,0.324,107
CHICAGO CUBS,Patrick Wisdom,advanced,Batter,Handedness,2022,vs L as R,9.5%,32.6%,0.29,0.268,0.362,0.512,0.874,0.244,0.37,16,5.0,0.376,142
CHICAGO CUBS,Patrick Wisdom,advanced,Batter,Handedness,2022,vs R as R,11.0%,35.1%,0.31,0.214,0.306,0.437,0.743,0.223,0.288,31,2.8,0.324,107
CHICAGO CUBS,Patrick Wisdom,advanced,Batter,Handedness,2022,vs L,9.5%,32.6%,0.29,0.268,0.362,0.512,0.874,0.244,0.37,16,5.0,0.376,142
CHICAGO CUBS,Patrick Wisdom,advanced,Batter,Handedness,2022,vs R,11.0%,35.1%,0.31,0.214,0.306,0.437,0.743,0.223,0.288,31,2.8,0.324,107
CHICAGO CUBS,Alfonso Rivas,advanced,Batter,Handedness,2022,vs L as L,8.3%,54.2%,0.15,0.048,0.125,0.048,0.173,0.0,0.111,-1,-4.1,0.094,-49
CHICAGO CUBS,Alfonso Rivas,advanced,Batter,Handedness,2022,vs R as L,10.1%,27.0%,0.38,0.269,0.351,0.377,0.728,0.108,0.364,19,1.5,0.323,106
CHICAGO CUBS,Alfonso Rivas,advanced,Batter,Handedness,2022,vs L,8.3%,54.2%,0.15,0.048,0.125,0.048,0.173,0.0,0.111,-1,-4.1,0.094,-49
CHICAGO CUBS,Alfonso Rivas,advanced,Batter,Handedness,2022,vs R,10.1%,27.0%,0.38,0.269,0.351,0.377,0.728,0.108,0.364,19,1.5,0.323,106
CHICAGO CUBS,Christopher Morel,advanced,Batter,Handedness,2022,vs L as R,8.1%,32.3%,0.25,0.204,0.262,0.37,0.633,0.167,0.265,5,-1.8,0.273,73
CHICAGO CUBS,Christopher Morel,advanced,Batter,Handedness,2022,vs R as R,9.3%,31.7%,0.29,0.29,0.36,0.524,0.884,0.234,0.402,28,9.0,0.381,145
CHICAGO CUBS,Christopher Morel,advanced,Batter,Handedness,2022,vs L,8.1%,32.3%,0.25,0.204,0.262,0.37,0.633,0.167,0.265,5,-1.8,0.273,73
CHICAGO CUBS,Christopher Morel,advanced,Batter,Handedness,2022,vs R,9.3%,31.7%,0.29,0.29,0.36,0.524,0.884,0.234,0.402,28,9.0,0.381,145
CHICAGO CUBS,David Bote,advanced,Batter,Handedness,2022,vs L as R,18.2%,45.5%,0.4,0.375,0.545,0.625,1.17,0.25,1.0,3,1.7,0.501,227
CHICAGO CUBS,David Bote,advanced,Batter,Handedness,2022,vs R as R,4.5%,36.4%,0.13,0.25,0.318,0.4,0.718,0.15,0.364,3,0.2,0.319,103
CHICAGO CUBS,David Bote,advanced,Batter,Handedness,2022,vs L,18.2%,45.5%,0.4,0.375,0.545,0.625,1.17,0.25,1.0,3,1.7,0.501,227
CHICAGO CUBS,David Bote,advanced,Batter,Handedness,2022,vs R,4.5%,36.4%,0.13,0.25,0.318,0.4,0.718,0.15,0.364,3,0.2,0.319,103
CHICAGO CUBS,Yan Gomes,advanced,Batter,Handedness,2022,vs L as R,1.6%,18.0%,0.09,0.169,0.18,0.237,0.418,0.068,0.188,1,-6.2,0.182,11
CHICAGO CUBS,Yan Gomes,advanced,Batter,Handedness,2022,vs R as R,1.0%,15.0%,0.07,0.224,0.24,0.337,0.577,0.112,0.247,7,-4.7,0.251,58
CHICAGO CUBS,Yan Gomes,advanced,Batter,Handedness,2022,vs L,1.6%,18.0%,0.09,0.169,0.18,0.237,0.418,0.068,0.188,1,-6.2,0.182,11
CHICAGO CUBS,Yan Gomes,advanced,Batter,Handedness,2022,vs R,1.0%,15.0%,0.07,0.224,0.24,0.337,0.577,0.112,0.247,7,-4.7,0.251,58
CHICAGO CUBS,P.J. Higgins,advanced,Batter,Handedness,2022,vs L as R,11.4%,11.4%,1.0,0.226,0.314,0.419,0.734,0.194,0.231,4,0.3,0.322,105
CHICAGO CUBS,P.J. Higgins,advanced,Batter,Handedness,2022,vs R as R,7.7%,21.2%,0.36,0.304,0.373,0.565,0.938,0.261,0.344,10,3.8,0.402,160
