Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
TORONTO BLUE JAYS,George Springer,advanced,Batter,Handedness,2022,vs L as R,12.5%,18.1%,0.69,.213,.319,.410,.729,.197,.217,9,0.3,.316,102
TORONTO BLUE JAYS,George Springer,advanced,Batter,Handedness,2022,vs R as R,8.4%,19.8%,0.42,.261,.335,.509,.843,.248,.275,41,10.7,.361,134
TORONTO BLUE JAYS,George Springer,advanced,Batter,Handedness,2022,vs L,12.5%,18.1%,0.69,.213,.319,.410,.729,.197,.217,9,0.3,.316,102
TORONTO BLUE JAYS,George Springer,advanced,Batter,Handedness,2022,vs R,8.4%,19.8%,0.42,.260,.333,.506,.840,.247,.274,41,10.4,.360,133
TORONTO BLUE JAYS,Bo Bichette,advanced,Batter,Handedness,2022,vs L as R,9.4%,26.6%,0.35,.207,.281,.379,.661,.172,.256,6,-1.0,.291,84
TORONTO BLUE JAYS,Bo Bichette,advanced,Batter,Handedness,2022,vs R as R,5.2%,24.0%,0.22,.269,.308,.438,.746,.169,.326,41,3.6,.324,108
TORONTO BLUE JAYS,Bo Bichette,advanced,Batter,Handedness,2022,vs L,9.4%,26.6%,0.35,.207,.281,.379,.661,.172,.256,6,-1.0,.291,84
TORONTO BLUE JAYS,Bo Bichette,advanced,Batter,Handedness,2022,vs R,5.2%,24.0%,0.22,.269,.308,.438,.746,.169,.326,41,3.6,.324,108
TORONTO BLUE JAYS,Vladimir Guerrero Jr.,advanced,Batter,Handedness,2022,vs L as R,12.7%,7.9%,1.60,.291,.381,.527,.908,.236,.261,11,3.7,.384,149
TORONTO BLUE JAYS,Vladimir Guerrero Jr.,advanced,Batter,Handedness,2022,vs R as R,9.3%,20.3%,0.46,.261,.338,.471,.809,.210,.285,46,9.6,.349,125
TORONTO BLUE JAYS,Vladimir Guerrero Jr.,advanced,Batter,Handedness,2022,vs L,12.7%,7.9%,1.60,.291,.381,.527,.908,.236,.261,11,3.7,.384,149
TORONTO BLUE JAYS,Vladimir Guerrero Jr.,advanced,Batter,Handedness,2022,vs R,9.3%,20.3%,0.46,.261,.338,.471,.809,.210,.285,46,9.6,.349,125
TORONTO BLUE JAYS,Alejandro Kirk,advanced,Batter,Handedness,2022,vs L as R,6.3%,9.4%,0.67,.288,.344,.441,.784,.153,.294,9,1.4,.338,118
TORONTO BLUE JAYS,Alejandro Kirk,advanced,Batter,Handedness,2022,vs R as R,12.7%,9.5%,1.33,.319,.412,.495,.906,.176,.323,41,15.0,.396,158
TORONTO BLUE JAYS,Alejandro Kirk,advanced,Batter,Handedness,2022,vs L,6.3%,9.4%,0.67,.288,.344,.441,.784,.153,.294,9,1.4,.338,118
TORONTO BLUE JAYS,Alejandro Kirk,advanced,Batter,Handedness,2022,vs R,12.7%,9.5%,1.33,.319,.412,.495,.906,.176,.323,41,15.0,.396,158
TORONTO BLUE JAYS,Teoscar Hernández,advanced,Batter,Handedness,2022,vs L as R,6.4%,23.4%,0.27,.273,.319,.568,.887,.295,.300,8,2.5,.377,145
TORONTO BLUE JAYS,Teoscar Hernández,advanced,Batter,Handedness,2022,vs R as R,6.5%,28.8%,0.23,.261,.316,.422,.738,.161,.351,27,2.2,.323,107
TORONTO BLUE JAYS,Teoscar Hernández,advanced,Batter,Handedness,2022,vs L,6.4%,23.4%,0.27,.273,.319,.568,.887,.295,.300,8,2.5,.377,145
TORONTO BLUE JAYS,Teoscar Hernández,advanced,Batter,Handedness,2022,vs R,6.5%,28.8%,0.23,.261,.316,.422,.738,.161,.351,27,2.2,.323,107
TORONTO BLUE JAYS,Lourdes Gurriel Jr.,advanced,Batter,Handedness,2022,vs L as R,3.3%,23.0%,0.14,.271,.295,.339,.634,.068,.356,6,-1.5,.279,76
TORONTO BLUE JAYS,Lourdes Gurriel Jr.,advanced,Batter,Handedness,2022,vs R as R,6.8%,16.0%,0.43,.314,.372,.465,.837,.150,.361,40,10.6,.364,135
TORONTO BLUE JAYS,Lourdes Gurriel Jr.,advanced,Batter,Handedness,2022,vs L,3.3%,23.0%,0.14,.271,.295,.339,.634,.068,.356,6,-1.5,.279,76
TORONTO BLUE JAYS,Lourdes Gurriel Jr.,advanced,Batter,Handedness,2022,vs R,6.8%,16.0%,0.43,.314,.372,.465,.837,.150,.361,40,10.6,.364,135
TORONTO BLUE JAYS,Matt Chapman,advanced,Batter,Handedness,2022,vs L as R,6.5%,14.5%,0.44,.246,.306,.439,.745,.193,.261,8,0.7,.324,108
TORONTO BLUE JAYS,Matt Chapman,advanced,Batter,Handedness,2022,vs R as R,9.3%,27.4%,0.34,.214,.293,.402,.695,.188,.253,29,-1.2,.304,94
TORONTO BLUE JAYS,Matt Chapman,advanced,Batter,Handedness,2022,vs L,6.5%,14.5%,0.44,.246,.306,.439,.745,.193,.261,8,0.7,.324,108
TORONTO BLUE JAYS,Matt Chapman,advanced,Batter,Handedness,2022,vs R,9.3%,27.4%,0.34,.214,.293,.402,.695,.188,.253,29,-1.2,.304,94
TORONTO BLUE JAYS,Santiago Espinal,advanced,Batter,Handedness,2022,vs L as R,9.8%,12.2%,0.80,.356,.415,.575,.990,.219,.377,17,7.2,.420,175
TORONTO BLUE JAYS,Santiago Espinal,advanced,Batter,Handedness,2022,vs R as R,6.3%,17.2%,0.36,.245,.293,.342,.635,.097,.286,24,-6.0,.281,77
TORONTO BLUE JAYS,Santiago Espinal,advanced,Batter,Handedness,2022,vs L,9.8%,12.2%,0.80,.356,.415,.575,.990,.219,.377,17,7.2,.420,175
TORONTO BLUE JAYS,Santiago Espinal,advanced,Batter,Handedness,2022,vs R,6.3%,17.2%,0.36,.245,.293,.342,.635,.097,.286,24,-6.0,.281,77
TORONTO BLUE JAYS,Danny Jansen,advanced,Batter,Handedness,2022,vs L as R,6.3%,6.3%,1.00,.231,.313,.308,.620,.077,.231,1,-0.4,.278,75
TORONTO BLUE JAYS,Danny Jansen,advanced,Batter,Handedness,2022,vs R as R,4.1%,18.4%,0.22,.239,.286,.696,.981,.457,.133,10,3.9,.410,168
TORONTO BLUE JAYS,Danny Jansen,advanced,Batter,Handedness,2022,vs L,6.3%,6.3%,1.00,.231,.313,.308,.620,.077,.231,1,-0.4,.278,75
TORONTO BLUE JAYS,Danny Jansen,advanced,Batter,Handedness,2022,vs R,4.1%,18.4%,0.22,.239,.286,.696,.981,.457,.133,10,3.9,.410,168
TORONTO BLUE JAYS,Zack Collins,advanced,Batter,Handedness,2022,vs L as L,0.0%,50.0%,0.00,.200,.200,.200,.400,.000,.400,0,-1.1,.177,4
TORONTO BLUE JAYS,Zack Collins,advanced,Batter,Handedness,2022,vs R as L,9.4%,37.5%,0.25,.211,.297,.491,.788,.281,.276,9,1.5,.339,118
TORONTO BLUE JAYS,Zack Collins,advanced,Batter,Handedness,2022,vs L,0.0%,50.0%,0.00,.200,.200,.200,.400,.000,.400,0,-1.1,.177,4
TORONTO BLUE JAYS,Zack Collins,advanced,Batter,Handedness,2022,vs R,9.4%,37.5%,0.25,.211,.297,.491,.788,.281,.276,9,1.5,.339,118
TORONTO BLUE JAYS,Cavan Biggio,advanced,Batter,Handedness,2022,vs L as L,18.5%,33.3%,0.56,.150,.370,.250,.620,.100,.273,3,-0.1,.307,96
TORONTO BLUE JAYS,Cavan Biggio,advanced,Batter,Handedness,2022,vs R as L,14.3%,28.6%,0.50,.226,.344,.377,.721,.151,.324,16,1.4,.324,107
TORONTO BLUE JAYS,Cavan Biggio,advanced,Batter,Handedness,2022,vs L,18.5%,33.3%,0.56,.150,.370,.250,.620,.100,.273,3,-0.1,.307,96
TORONTO BLUE JAYS,Cavan Biggio,advanced,Batter,Handedness,2022,vs R,14.3%,28.6%,0.50,.226,.344,.377,.721,.151,.324,16,1.4,.324,107
TORONTO BLUE JAYS,Raimel Tapia,advanced,Batter,Handedness,2022,vs L as L,5.7%,31.4%,0.18,.250,.286,.313,.598,.063,.364,3,-1.3,.263,65
TORONTO BLUE JAYS,Raimel Tapia,advanced,Batter,Handedness,2022,vs R as L,3.3%,16.6%,0.20,.265,.290,.385,.675,.120,.304,22,-2.6,.295,87
TORONTO BLUE JAYS,Raimel Tapia,advanced,Batter,Handedness,2022,vs L,5.7%,31.4%,0.18,.250,.286,.313,.598,.063,.364,3,-1.3,.263,65
TORONTO BLUE JAYS,Raimel Tapia,advanced,Batter,Handedness,2022,vs R,3.3%,16.6%,0.20,.265,.290,.385,.675,.120,.304,22,-2.6,.295,87
TORONTO BLUE JAYS,Bradley Zimmer,advanced,Batter,Handedness,2022,vs L as L,4.5%,45.5%,0.10,.105,.227,.158,.385,.053,.222,1,-2.0,.195,17
TORONTO BLUE JAYS,Bradley Zimmer,advanced,Batter,Handedness,2022,vs R as L,6.8%,35.6%,0.19,.115,.207,.288,.495,.173,.138,3,-4.0,.224,38
TORONTO BLUE JAYS,Bradley Zimmer,advanced,Batter,Handedness,2022,vs L,4.5%,45.5%,0.10,.105,.227,.158,.385,.053,.222,1,-2.0,.195,17
TORONTO BLUE JAYS,Bradley Zimmer,advanced,Batter,Handedness,2022,vs R,6.8%,35.6%,0.19,.115,.207,.288,.495,.173,.138,3,-4.0,.224,38
