Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
TEXAS RANGERS,Charlie Culberson,advanced,Pitcher,Handedness,2022,vs L,0.0,0.0,0.0,0.0,0.0%,0.0%,0.0%,0.0,0.0,0.0,100.0%,3.11,7.58
TEXAS RANGERS,Charlie Culberson,advanced,Pitcher,Handedness,2022,vs R,0.0,0.0,0.0,0.0,0.0%,0.0%,0.0%,0.0,0.0,0.0,100.0%,3.11,5.35
TEXAS RANGERS,Jon Gray,advanced,Pitcher,Handedness,2022,vs L,9.46,3.23,2.93,0.69,25.2%,8.6%,16.6%,0.24,1.26,0.311,72.6%,3.24,3.42
TEXAS RANGERS,Jon Gray,advanced,Pitcher,Handedness,2022,vs R,10.31,2.68,3.85,1.44,27.6%,7.2%,20.4%,0.229,1.17,0.282,68.7%,3.87,3.32
TEXAS RANGERS,Martín Pérez,advanced,Pitcher,Handedness,2022,vs L,6.41,1.37,4.67,0.0,17.3%,3.7%,13.6%,0.237,1.07,0.286,72.7%,2.3,3.81
TEXAS RANGERS,Martín Pérez,advanced,Pitcher,Handedness,2022,vs R,7.51,2.4,3.13,0.63,20.3%,6.5%,13.8%,0.248,1.2,0.299,77.1%,3.25,3.71
TEXAS RANGERS,Spencer Howard,advanced,Pitcher,Handedness,2022,vs L,4.5,3.0,1.5,0.0,12.5%,8.3%,4.2%,0.182,1.0,0.211,50.0%,3.11,5.35
TEXAS RANGERS,Spencer Howard,advanced,Pitcher,Handedness,2022,vs R,11.17,1.86,6.0,6.52,25.0%,4.2%,20.8%,0.391,2.07,0.407,78.4%,10.66,3.1
TEXAS RANGERS,Glenn Otto,advanced,Pitcher,Handedness,2022,vs L,6.28,6.28,1.0,0.94,16.4%,16.4%,0.0%,0.204,1.4,0.218,67.9%,5.27,5.32
TEXAS RANGERS,Glenn Otto,advanced,Pitcher,Handedness,2022,vs R,7.67,4.33,1.77,1.0,18.5%,10.5%,8.1%,0.292,1.63,0.346,63.9%,4.74,4.79
TEXAS RANGERS,Brett Martin,advanced,Pitcher,Handedness,2022,vs L,3.86,1.54,2.5,0.0,12.2%,4.9%,7.3%,0.179,0.77,0.206,33.3%,2.77,3.79
TEXAS RANGERS,Brett Martin,advanced,Pitcher,Handedness,2022,vs R,9.87,4.15,2.38,0.52,24.7%,10.4%,14.3%,0.246,1.44,0.327,84.7%,3.05,3.25
