Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
HOUSTON ASTROS,Framber Valdez,advanced,Pitcher,Handedness,2022,vs L,9.6,4.2,2.29,0.0,24.6%,10.8%,13.8%,0.214,1.27,0.293,80.0%,2.58,3.17
HOUSTON ASTROS,Framber Valdez,advanced,Pitcher,Handedness,2022,vs R,7.66,3.16,2.42,0.57,21.3%,8.8%,12.5%,0.205,1.09,0.25,76.1%,3.45,3.22
HOUSTON ASTROS,Justin Verlander,advanced,Pitcher,Handedness,2022,vs L,9.43,2.22,4.25,0.55,27.6%,6.5%,21.1%,0.161,0.8,0.207,95.2%,2.74,3.38
HOUSTON ASTROS,Justin Verlander,advanced,Pitcher,Handedness,2022,vs R,7.74,1.15,6.71,1.32,22.0%,3.3%,18.7%,0.215,0.93,0.238,66.2%,3.73,3.6
HOUSTON ASTROS,José Urquidy,advanced,Pitcher,Handedness,2022,vs L,7.46,1.76,4.25,0.66,20.4%,4.8%,15.6%,0.242,1.12,0.289,81.8%,3.06,4.11
HOUSTON ASTROS,José Urquidy,advanced,Pitcher,Handedness,2022,vs R,5.89,2.28,2.58,2.47,14.8%,5.7%,9.1%,0.28,1.39,0.27,75.8%,6.19,4.99
HOUSTON ASTROS,Jake Odorizzi,advanced,Pitcher,Handedness,2022,vs L,4.64,3.8,1.22,0.42,12.5%,10.2%,2.3%,0.234,1.27,0.258,56.4%,4.09,5.79
HOUSTON ASTROS,Jake Odorizzi,advanced,Pitcher,Handedness,2022,vs R,8.44,2.11,4.0,0.42,23.0%,5.7%,17.2%,0.244,1.17,0.311,76.3%,2.55,3.54
HOUSTON ASTROS,Luis Garcia,advanced,Pitcher,Handedness,2022,vs L,9.8,2.61,3.75,1.52,26.8%,7.1%,19.6%,0.214,1.09,0.25,68.2%,4.0,3.39
HOUSTON ASTROS,Luis Garcia,advanced,Pitcher,Handedness,2022,vs R,9.32,2.47,3.77,1.52,25.5%,6.8%,18.8%,0.205,1.04,0.231,77.3%,4.12,3.82
HOUSTON ASTROS,Cristian Javier,advanced,Pitcher,Handedness,2022,vs L,9.76,3.4,2.87,0.91,26.9%,9.4%,17.5%,0.193,1.06,0.242,81.2%,3.61,4.37
HOUSTON ASTROS,Cristian Javier,advanced,Pitcher,Handedness,2022,vs R,15.17,3.09,4.92,1.03,42.4%,8.6%,33.8%,0.16,0.91,0.258,77.5%,2.42,2.77
HOUSTON ASTROS,Ryan Pressly,advanced,Pitcher,Handedness,2022,vs L,10.95,2.92,3.75,1.46,30.0%,8.0%,22.0%,0.233,1.14,0.276,53.6%,3.76,2.74
HOUSTON ASTROS,Ryan Pressly,advanced,Pitcher,Handedness,2022,vs R,7.82,2.84,2.75,0.0,23.9%,8.7%,15.2%,0.19,0.95,0.258,83.3%,2.32,3.5
HOUSTON ASTROS,Rafael Montero,advanced,Pitcher,Handedness,2022,vs L,10.06,4.24,2.38,0.53,28.8%,12.1%,16.7%,0.158,1.0,0.211,96.2%,3.05,3.43
HOUSTON ASTROS,Rafael Montero,advanced,Pitcher,Handedness,2022,vs R,10.38,2.08,5.0,0.0,29.0%,5.8%,23.2%,0.215,1.04,0.311,61.1%,1.49,2.53
HOUSTON ASTROS,Héctor Neris,advanced,Pitcher,Handedness,2022,vs L,10.31,1.96,5.25,0.0,31.3%,6.0%,25.4%,0.143,0.71,0.214,69.2%,1.47,3.26
HOUSTON ASTROS,Héctor Neris,advanced,Pitcher,Handedness,2022,vs R,8.66,3.06,2.83,1.02,22.7%,8.0%,14.7%,0.2,1.08,0.239,59.4%,4.35,4.82
HOUSTON ASTROS,Ryne Stanek,advanced,Pitcher,Handedness,2022,vs L,9.0,4.09,2.2,0.0,26.2%,11.9%,14.3%,0.135,0.91,0.192,90.0%,2.47,4.23
HOUSTON ASTROS,Ryne Stanek,advanced,Pitcher,Handedness,2022,vs R,10.19,5.09,2.0,0.51,28.2%,14.1%,14.1%,0.183,1.19,0.25,100.0%,3.28,3.72
HOUSTON ASTROS,Bryan Abreu,advanced,Pitcher,Handedness,2022,vs L,10.54,4.61,2.29,0.0,27.1%,11.9%,15.3%,0.224,1.32,0.324,75.0%,2.74,4.16
HOUSTON ASTROS,Bryan Abreu,advanced,Pitcher,Handedness,2022,vs R,14.26,3.57,4.0,0.51,38.9%,9.7%,29.2%,0.203,1.13,0.343,81.6%,2.03,1.89
HOUSTON ASTROS,Phil Maton,advanced,Pitcher,Handedness,2022,vs L,6.27,2.89,2.17,1.45,16.7%,7.7%,9.0%,0.206,1.07,0.208,85.1%,5.25,4.52
HOUSTON ASTROS,Phil Maton,advanced,Pitcher,Handedness,2022,vs R,11.42,3.12,3.67,2.6,27.2%,7.4%,19.8%,0.271,1.44,0.318,72.7%,6.05,4.19
HOUSTON ASTROS,Seth Martinez,advanced,Pitcher,Handedness,2022,vs L,6.48,4.32,1.5,0.0,18.8%,12.5%,6.3%,0.143,0.96,0.182,100.0%,3.11,4.18
HOUSTON ASTROS,Seth Martinez,advanced,Pitcher,Handedness,2022,vs R,9.42,2.51,3.75,0.63,28.3%,7.5%,20.8%,0.106,0.63,0.125,81.4%,2.97,4.14
HOUSTON ASTROS,Parker Mushinski,advanced,Pitcher,Handedness,2022,vs L,3.86,11.57,0.33,0.0,7.7%,23.1%,-15.4%,0.3,2.57,0.333,100.0%,6.11,7.39
HOUSTON ASTROS,Parker Mushinski,advanced,Pitcher,Handedness,2022,vs R,15.75,0.0,7.0,0.0,50.0%,0.0%,50.0%,0.143,0.5,0.286,-50.0%,-0.39,0.35
HOUSTON ASTROS,Blake Taylor,advanced,Pitcher,Handedness,2022,vs L,5.4,6.48,0.83,0.0,13.2%,15.8%,-2.6%,0.219,1.56,0.259,92.3%,4.07,5.32
HOUSTON ASTROS,Blake Taylor,advanced,Pitcher,Handedness,2022,vs R,4.7,4.7,1.0,1.17,10.8%,10.8%,0.0%,0.25,1.57,0.259,60.3%,5.72,5.77
HOUSTON ASTROS,Jason Castro,advanced,Pitcher,Handedness,2022,vs L,9.70,3.38,2.88,0.84,26.7%,9.3%,17.4%,.247,1.27,.321,78.5%,3.29,2.98
HOUSTON ASTROS,Jason Castro,advanced,Pitcher,Handedness,2022,vs R,8.28,3.60,2.30,3.24,18.3%,7.9%,10.3%,.402,2.20,.444,59.5%,7.51,4.91
HOUSTON ASTROS,Yordan Alvarez,advanced,Pitcher,Handedness,2022,vs L,0.00,20.25,0.00,0.00,0.0%,33.3%,-33.3%,.333,3.75,.333,60.0%,9.86,10.97
HOUSTON ASTROS,Yordan Alvarez,advanced,Pitcher,Handedness,2022,vs R,6.00,9.00,0.67,0.00,12.5%,18.8%,-6.2%,.250,2.00,.300,57.1%,5.77,7.76
HOUSTON ASTROS,Michael Brantley,advanced,Pitcher,Handedness,2022,vs L,3.86,3.86,1.00,0.00,11.1%,11.1%,0.0%,.143,0.86,.143,0.0%,3.54,5.45
