Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
KANSAS CITY ROYALS,Jackson Kowar,advanced,Pitcher,Handedness,2022,vs L,7.71,9.64,0.8,3.86,14.8%,18.5%,-3.7%,0.5,3.43,0.563,75.8%,10.18,6.21
KANSAS CITY ROYALS,Jackson Kowar,advanced,Pitcher,Handedness,2022,vs R,11.42,4.15,2.75,1.04,26.2%,9.5%,16.7%,0.316,1.85,0.423,47.9%,3.46,3.16
KANSAS CITY ROYALS,Jake Brentz,advanced,Pitcher,Handedness,2022,vs L,13.5,6.75,2.0,0.0,33.3%,16.7%,16.7%,0.3,1.88,0.5,0.0%,2.36,2.92
KANSAS CITY ROYALS,Jake Brentz,advanced,Pitcher,Handedness,2022,vs R,16.88,30.38,0.56,3.38,19.2%,34.6%,-15.4%,0.5,6.38,0.636,44.9%,14.36,11.16
KANSAS CITY ROYALS,Josh Staumont,advanced,Pitcher,Handedness,2022,vs L,12.79,6.39,2.0,0.0,34.0%,17.0%,17.0%,0.156,1.26,0.269,56.3%,2.4,4.28
KANSAS CITY ROYALS,Josh Staumont,advanced,Pitcher,Handedness,2022,vs R,9.45,5.4,1.75,0.68,22.6%,12.9%,9.7%,0.275,1.65,0.342,83.3%,4.01,4.82
KANSAS CITY ROYALS,Carlos Hernández,advanced,Pitcher,Handedness,2022,vs L,6.75,1.80,3.75,0.00,21.1%,5.6%,15.5%,.121,0.60,.154,91.7%,2.21,3.47
KANSAS CITY ROYALS,Carlos Hernández,advanced,Pitcher,Handedness,2022,vs R,7.92,2.64,3.00,2.05,22.0%,7.3%,14.6%,.202,1.04,.200,90.1%,5.19,3.83
KANSAS CITY ROYALS,Salvador Perez,advanced,Pitcher,Handedness,2022,vs L,4.50,0.00,1.00,0.00,12.5%,0.0%,12.5%,.250,1.00,.286,100.0%,2.11,3.60
KANSAS CITY ROYALS,Salvador Perez,advanced,Pitcher,Handedness,2022,vs R,0.00,0.00,0.00,9.00,0.0%,0.0%,0.0%,.333,1.50,.143,0.0%,16.11,8.32
KANSAS CITY ROYALS,Adalberto Mondesi,advanced,Pitcher,Handedness,2022,vs L,9.70,3.38,2.88,0.84,26.7%,9.3%,17.4%,.247,1.27,.321,78.5%,3.29,2.98
KANSAS CITY ROYALS,Adalberto Mondesi,advanced,Pitcher,Handedness,2022,vs R,8.28,3.60,2.30,3.24,18.3%,7.9%,10.3%,.402,2.20,.444,59.5%,7.51,4.91
KANSAS CITY ROYALS,Jonathan Heasley,advanced,Pitcher,Handedness,2022,vs L,0.00,20.25,0.00,0.00,0.0%,33.3%,-33.3%,.333,3.75,.333,60.0%,9.86,10.97
KANSAS CITY ROYALS,Jonathan Heasley,advanced,Pitcher,Handedness,2022,vs R,6.00,9.00,0.67,0.00,12.5%,18.8%,-6.2%,.250,2.00,.300,57.1%,5.77,7.76
KANSAS CITY ROYALS,Tyler Zuber,advanced,Pitcher,Handedness,2022,vs L,7.56,5.40,1.40,1.08,16.7%,11.9%,4.8%,.314,1.92,.370,48.2%,5.51,6.27
KANSAS CITY ROYALS,Tyler Zuber,advanced,Pitcher,Handedness,2022,vs R,9.39,3.52,2.67,1.76,23.2%,8.7%,14.5%,.246,1.37,.286,74.5%,5.13,4.82
