Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
LOS ANGELES ANGELS,Shohei Ohtani,advanced,Pitcher,Handedness,2022,vs L,11.74,2.82,4.17,0.94,32.1%,7.7%,24.4%,0.21,1.1,0.292,82.9%,2.87,2.65
LOS ANGELES ANGELS,Shohei Ohtani,advanced,Pitcher,Handedness,2022,vs R,12.87,1.69,7.63,0.84,36.5%,4.8%,31.7%,0.191,0.89,0.277,83.3%,2.03,2.45
LOS ANGELES ANGELS,Shohei Ohtani,advanced,Pitcher,Handedness,2022,vs L,11.74,2.82,4.17,0.94,32.1%,7.7%,24.4%,0.21,1.1,0.292,82.9%,2.87,2.65
LOS ANGELES ANGELS,Shohei Ohtani,advanced,Pitcher,Handedness,2022,vs R,12.87,1.69,7.63,0.84,36.5%,4.8%,31.7%,0.191,0.89,0.277,83.3%,2.03,2.45
LOS ANGELES ANGELS,Reid Detmers,advanced,Pitcher,Handedness,2022,vs L,6.48,1.62,4.0,1.62,20.3%,5.1%,15.3%,0.125,0.6,0.098,69.0%,4.55,3.64
LOS ANGELES ANGELS,Reid Detmers,advanced,Pitcher,Handedness,2022,vs R,7.42,3.61,2.05,1.52,19.6%,9.5%,10.1%,0.217,1.2,0.233,74.3%,5.12,4.87
LOS ANGELES ANGELS,Patrick Sandoval,advanced,Pitcher,Handedness,2022,vs L,9.5,2.5,3.8,0.0,26.4%,6.9%,19.4%,0.169,0.89,0.234,76.5%,2.0,3.57
LOS ANGELES ANGELS,Patrick Sandoval,advanced,Pitcher,Handedness,2022,vs R,10.03,4.47,2.24,0.62,24.6%,11.0%,13.6%,0.268,1.54,0.345,78.5%,3.32,3.75
LOS ANGELES ANGELS,José Suarez,advanced,Pitcher,Handedness,2022,vs L,5.0,3.0,1.67,0.0,13.5%,8.1%,5.4%,0.265,1.33,0.31,83.3%,3.0,4.16
LOS ANGELES ANGELS,José Suarez,advanced,Pitcher,Handedness,2022,vs R,9.46,4.45,2.13,1.67,23.1%,10.9%,12.2%,0.269,1.58,0.322,73.4%,5.0,4.52
LOS ANGELES ANGELS,Noah Syndergaard,advanced,Pitcher,Handedness,2022,vs L,6.3,2.7,2.33,1.2,16.2%,6.9%,9.2%,0.256,1.3,0.277,79.1%,4.54,4.65
LOS ANGELES ANGELS,Noah Syndergaard,advanced,Pitcher,Handedness,2022,vs R,7.51,2.23,3.36,1.02,20.3%,6.0%,14.3%,0.232,1.13,0.266,65.9%,3.72,3.87
LOS ANGELES ANGELS,Raisel Iglesias,advanced,Pitcher,Handedness,2022,vs L,12.51,0.66,19.0,2.63,35.2%,1.9%,33.3%,0.235,0.95,0.276,11.9%,4.57,2.3
LOS ANGELES ANGELS,Raisel Iglesias,advanced,Pitcher,Handedness,2022,vs R,12.98,3.63,3.57,0.52,34.2%,9.6%,24.7%,0.2,1.15,0.308,81.6%,2.36,3.16
LOS ANGELES ANGELS,Ryan Tepera,advanced,Pitcher,Handedness,2022,vs L,6.75,3.0,2.25,0.75,17.6%,7.8%,9.8%,0.261,1.33,0.297,82.2%,3.69,4.97
