Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
SAN DIEGO PADRES,Matthew Batten,advanced,Pitcher,Handedness,2022,vs L,0.0,0.0,0.0,0.0,0.0%,0.0%,0.0%,0.0,0.0,0.0,100.0%,3.11,7.58
SAN DIEGO PADRES,Matthew Batten,advanced,Pitcher,Handedness,2022,vs R,0.0,0.0,0.0,27.0,0.0%,0.0%,0.0%,0.5,3.0,0.0,100.0%,42.11,12.05
SAN DIEGO PADRES,Joe Musgrove,advanced,Pitcher,Handedness,2022,vs L,9.39,2.68,3.5,0.5,26.4%,7.5%,18.9%,0.187,0.97,0.246,84.6%,2.81,3.33
SAN DIEGO PADRES,Joe Musgrove,advanced,Pitcher,Handedness,2022,vs R,8.34,1.39,6.0,1.19,24.3%,4.0%,20.2%,0.202,0.88,0.231,79.8%,3.51,3.17
SAN DIEGO PADRES,Blake Snell,advanced,Pitcher,Handedness,2022,vs L,12.27,4.91,2.5,0.82,33.3%,13.3%,20.0%,0.158,1.09,0.227,77.6%,3.47,3.38
SAN DIEGO PADRES,Blake Snell,advanced,Pitcher,Handedness,2022,vs R,11.72,4.84,2.42,1.02,29.1%,12.0%,17.1%,0.241,1.47,0.326,64.7%,3.59,3.85
SAN DIEGO PADRES,Yu Darvish,advanced,Pitcher,Handedness,2022,vs L,8.08,2.24,3.62,0.34,22.6%,6.3%,16.3%,0.195,0.96,0.245,81.7%,2.73,3.74
SAN DIEGO PADRES,Yu Darvish,advanced,Pitcher,Handedness,2022,vs R,8.08,1.29,6.29,1.29,22.2%,3.5%,18.7%,0.236,1.02,0.269,64.9%,3.97,4.21
SAN DIEGO PADRES,Sean Manaea,advanced,Pitcher,Handedness,2022,vs L,7.96,4.15,1.92,1.04,22.3%,11.7%,10.7%,0.165,1.04,0.185,74.6%,4.22,4.27
SAN DIEGO PADRES,Sean Manaea,advanced,Pitcher,Handedness,2022,vs R,9.7,3.15,3.08,1.31,25.6%,8.3%,17.3%,0.245,1.28,0.298,71.6%,3.9,3.67
SAN DIEGO PADRES,Mike Clevinger,advanced,Pitcher,Handedness,2022,vs L,8.72,3.32,2.63,2.08,22.3%,8.5%,13.8%,0.25,1.34,0.271,73.9%,5.42,4.34
SAN DIEGO PADRES,Mike Clevinger,advanced,Pitcher,Handedness,2022,vs R,9.16,2.41,3.8,0.0,25.0%,6.6%,18.4%,0.186,0.96,0.255,73.7%,2.04,3.4
SAN DIEGO PADRES,Taylor Rogers,advanced,Pitcher,Handedness,2022,vs L,10.45,1.74,6.0,0.0,30.0%,5.0%,25.0%,0.222,0.97,0.32,27.3%,1.66,2.96
