Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
BALTIMORE ORIOLES,Jordan Lyles,advanced,Pitcher,Handedness,2022,vs L,7.51,4.06,1.85,1.83,18.8%,10.2%,8.6%,.273,1.51,.295,65.6%,5.57,4.68
BALTIMORE ORIOLES,Jordan Lyles,advanced,Pitcher,Handedness,2022,vs R,7.27,1.78,4.08,0.59,19.0%,4.7%,14.3%,.273,1.29,.326,75.6%,3.09,4.01
BALTIMORE ORIOLES,Spenser Watkins,advanced,Pitcher,Handedness,2022,vs L,4.58,3.66,1.25,0.00,11.4%,9.1%,2.3%,.263,1.47,.300,75.9%,3.31,4.60
BALTIMORE ORIOLES,Spenser Watkins,advanced,Pitcher,Handedness,2022,vs R,5.14,3.21,1.60,1.61,13.4%,8.4%,5.0%,.255,1.32,.259,63.6%,5.68,5.92
BALTIMORE ORIOLES,Tyler Wells,advanced,Pitcher,Handedness,2022,vs L,7.17,1.19,6.00,0.96,20.7%,3.4%,17.2%,.203,0.88,.229,84.5%,3.38,3.85
BALTIMORE ORIOLES,Tyler Wells,advanced,Pitcher,Handedness,2022,vs R,4.93,3.00,1.64,1.29,13.2%,8.0%,5.2%,.237,1.21,.238,75.7%,4.94,5.46
BALTIMORE ORIOLES,Dean Kremer,advanced,Pitcher,Handedness,2022,vs L,9.16,3.86,2.38,0.48,25.7%,10.8%,14.9%,.231,1.23,.304,88.0%,3.06,3.88
BALTIMORE ORIOLES,Dean Kremer,advanced,Pitcher,Handedness,2022,vs R,5.21,1.89,2.75,0.47,13.6%,4.9%,8.6%,.270,1.26,.302,81.3%,3.58,5.41
BALTIMORE ORIOLES,Austin Voth,advanced,Pitcher,Handedness,2022,vs L,9.70,1.27,7.67,0.84,24.2%,3.2%,21.1%,.315,1.50,.403,68.5%,2.59,2.98
BALTIMORE ORIOLES,Austin Voth,advanced,Pitcher,Handedness,2022,vs R,7.71,4.34,1.78,1.93,17.8%,10.0%,7.8%,.325,1.88,.361,47.6%,5.63,4.76
BALTIMORE ORIOLES,Jorge López,advanced,Pitcher,Handedness,2022,vs L,10.47,4.41,2.38,0.55,27.1%,11.4%,15.7%,.186,1.16,.244,86.0%,3.23,3.53
BALTIMORE ORIOLES,Jorge López,advanced,Pitcher,Handedness,2022,vs R,10.04,2.42,4.14,0.69,28.7%,6.9%,21.8%,.152,0.81,.197,74.3%,2.92,2.78
BALTIMORE ORIOLES,Félix Bautista,advanced,Pitcher,Handedness,2022,vs L,12.08,2.13,5.67,2.13,35.4%,6.3%,29.2%,.178,0.87,.200,88.2%,4.21,2.43
BALTIMORE ORIOLES,Félix Bautista,advanced,Pitcher,Handedness,2022,vs R,10.57,3.91,2.70,0.39,29.7%,11.0%,18.7%,.190,1.09,.264,89.0%,2.63,3.43
BALTIMORE ORIOLES,Dillon Tate,advanced,Pitcher,Handedness,2022,vs L,5.74,2.30,2.50,1.15,15.4%,6.2%,9.2%,.233,1.15,.250,80.2%,4.45,3.93
BALTIMORE ORIOLES,Dillon Tate,advanced,Pitcher,Handedness,2022,vs R,8.77,1.40,6.25,0.00,23.6%,3.8%,19.8%,.221,0.97,.292,70.0%,2.21,3.26
BALTIMORE ORIOLES,Cionel Pérez,advanced,Pitcher,Handedness,2022,vs L,9.28,3.38,2.75,0.00,25.6%,9.3%,16.3%,.216,1.13,.296,92.3%,2.45,3.57
BALTIMORE ORIOLES,Cionel Pérez,advanced,Pitcher,Handedness,2022,vs R,7.85,3.44,2.29,0.49,21.6%,9.5%,12.2%,.239,1.25,.300,92.6%,3.22,3.81
BALTIMORE ORIOLES,Joey Krehbiel,advanced,Pitcher,Handedness,2022,vs L,6.57,4.38,1.50,0.00,17.3%,11.5%,5.8%,.174,1.14,.216,100.0%,3.11,4.44
BALTIMORE ORIOLES,Joey Krehbiel,advanced,Pitcher,Handedness,2022,vs R,7.85,1.96,4.00,1.47,23.2%,5.8%,17.4%,.206,0.93,.217,46.9%,4.15,3.48
BALTIMORE ORIOLES,Keegan Akin,advanced,Pitcher,Handedness,2022,vs L,6.75,1.80,3.75,0.00,21.1%,5.6%,15.5%,.121,0.60,.154,91.7%,2.21,3.48
BALTIMORE ORIOLES,Keegan Akin,advanced,Pitcher,Handedness,2022,vs R,7.92,2.64,3.00,2.05,22.0%,7.3%,14.6%,.202,1.04,.200,90.1%,5.20,3.83
BALTIMORE ORIOLES,Bryan Baker,advanced,Pitcher,Handedness,2022,vs L,6.75,4.73,1.43,0.68,16.1%,11.3%,4.8%,.278,1.65,.318,72.8%,4.16,5.31
BALTIMORE ORIOLES,Bryan Baker,advanced,Pitcher,Handedness,2022,vs R,9.93,2.78,3.57,0.00,26.3%,7.4%,18.9%,.256,1.28,.361,58.1%,2.09,3.15
BALTIMORE ORIOLES,Rico Garcia,advanced,Pitcher,Handedness,2022,vs L,4.50,0.00,1.00,0.00,12.5%,0.0%,12.5%,.250,1.00,.286,100.0%,2.11,3.60
BALTIMORE ORIOLES,Rico Garcia,advanced,Pitcher,Handedness,2022,vs R,0.00,0.00,0.00,9.00,0.0%,0.0%,0.0%,.333,1.50,.143,0.0%,16.11,8.33
BALTIMORE ORIOLES,Kyle Bradish,advanced,Pitcher,Handedness,2022,vs L,9.70,3.38,2.88,0.84,26.7%,9.3%,17.4%,.247,1.27,.321,78.5%,3.30,2.99
BALTIMORE ORIOLES,Kyle Bradish,advanced,Pitcher,Handedness,2022,vs R,8.28,3.60,2.30,3.24,18.3%,7.9%,10.3%,.402,2.20,.444,59.5%,7.51,4.92
BALTIMORE ORIOLES,Chris Ellis,advanced,Pitcher,Handedness,2022,vs L,0.00,20.25,0.00,0.00,0.0%,33.3%,-33.3%,.333,3.75,.333,60.0%,9.86,10.98
BALTIMORE ORIOLES,Chris Ellis,advanced,Pitcher,Handedness,2022,vs R,6.00,9.00,0.67,0.00,12.5%,18.8%,-6.2%,.250,2.00,.300,57.1%,5.78,7.76
BALTIMORE ORIOLES,John Means,advanced,Pitcher,Handedness,2022,vs L,3.86,3.86,1.00,0.00,11.1%,11.1%,0.0%,.143,0.86,.143,0.0%,3.54,5.45
BALTIMORE ORIOLES,John Means,advanced,Pitcher,Handedness,2022,vs R,9.53,1.59,6.00,0.00,24.0%,4.0%,20.0%,.292,1.41,.389,87.5%,1.52,3.10
BALTIMORE ORIOLES,Louis Head,advanced,Pitcher,Handedness,2022,vs L,7.56,5.40,1.40,1.08,16.7%,11.9%,4.8%,.314,1.92,.370,48.2%,5.51,6.28
BALTIMORE ORIOLES,Louis Head,advanced,Pitcher,Handedness,2022,vs R,9.39,3.52,2.67,1.76,23.2%,8.7%,14.5%,.246,1.37,.286,74.5%,5.13,4.82
BALTIMORE ORIOLES,Travis Lakins Sr.,advanced,Pitcher,Handedness,2022,vs L,5.40,2.70,2.00,0.00,12.5%,6.3%,6.3%,.333,1.80,.385,66.7%,2.81,5.05
BALTIMORE ORIOLES,Travis Lakins Sr.,advanced,Pitcher,Handedness,2022,vs R,7.71,6.43,1.20,3.86,17.6%,14.7%,2.9%,.321,2.00,.316,55.6%,9.54,6.10
BALTIMORE ORIOLES,Alexander Wells,advanced,Pitcher,Handedness,2022,vs L,9.00,0.00,1.00,9.00,25.0%,0.0%,25.0%,.250,1.00,.000,100.0%,14.11,2.60
BALTIMORE ORIOLES,Alexander Wells,advanced,Pitcher,Handedness,2022,vs R,16.88,0.00,5.00,3.38,41.7%,0.0%,41.7%,.333,1.50,.500,100.0%,4.23,1.60
