Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
CHICAGO WHITE SOX,Jimmy Lambert,advanced,Pitcher,Handedness,2022,vs R,7.04,8.22,0.86,1.17,15.8%,18.4%,-2.6%,0.258,1.96,0.292,95.6%,5.98,6.81
CHICAGO WHITE SOX,Aaron Bummer,advanced,Pitcher,Handedness,2022,vs L,11.57,9.0,1.29,0.0,30.0%,23.3%,6.7%,0.182,1.57,0.286,63.6%,3.54,4.18
CHICAGO WHITE SOX,Aaron Bummer,advanced,Pitcher,Handedness,2022,vs R,10.13,1.69,6.0,0.84,24.0%,4.0%,20.0%,0.326,1.59,0.424,79.5%,3.2,2.54
CHICAGO WHITE SOX,Kyle Crick,advanced,Pitcher,Handedness,2022,vs L,6.0,6.0,1.0,0.0,15.4%,15.4%,0.0%,0.286,1.67,0.353,45.5%,4.28,4.77
CHICAGO WHITE SOX,Kyle Crick,advanced,Pitcher,Handedness,2022,vs R,13.97,6.52,2.14,0.0,37.5%,17.5%,20.0%,0.125,1.14,0.235,91.7%,2.49,3.72
CHICAGO WHITE SOX,Vince Velasquez,advanced,Pitcher,Handedness,2022,vs L,9.15,3.05,3.0,0.87,23.6%,7.9%,15.7%,0.225,1.21,0.276,60.3%,3.5,4.33
CHICAGO WHITE SOX,Vince Velasquez,advanced,Pitcher,Handedness,2022,vs R,7.27,3.12,2.33,2.08,18.3%,7.8%,10.4%,0.267,1.42,0.282,70.9%,5.65,4.83
CHICAGO WHITE SOX,Yasmani Grandal,advanced,Pitcher,Handedness,2022,vs L,9.70,3.38,2.88,0.84,26.7%,9.3%,17.4%,.247,1.27,.321,78.5%,3.29,2.98
CHICAGO WHITE SOX,Yasmani Grandal,advanced,Pitcher,Handedness,2022,vs R,8.28,3.60,2.30,3.24,18.3%,7.9%,10.3%,.402,2.20,.444,59.5%,7.51,4.91
CHICAGO WHITE SOX,Jake Burger,advanced,Pitcher,Handedness,2022,vs L,0.00,20.25,0.00,0.00,0.0%,33.3%,-33.3%,.333,3.75,.333,60.0%,9.86,10.97
CHICAGO WHITE SOX,Jake Burger,advanced,Pitcher,Handedness,2022,vs R,6.00,9.00,0.67,0.00,12.5%,18.8%,-6.2%,.250,2.00,.300,57.1%,5.77,7.76
CHICAGO WHITE SOX,Danny Mendick,advanced,Pitcher,Handedness,2022,vs L,3.86,3.86,1.00,0.00,11.1%,11.1%,0.0%,.143,0.86,.143,0.0%,3.54,5.45
CHICAGO WHITE SOX,Danny Mendick,advanced,Pitcher,Handedness,2022,vs R,9.53,1.59,6.00,0.00,24.0%,4.0%,20.0%,.292,1.41,.389,87.5%,1.52,3.10
CHICAGO WHITE SOX,Jonathan Stiever,advanced,Pitcher,Handedness,2022,vs L,7.56,5.40,1.40,1.08,16.7%,11.9%,4.8%,.314,1.92,.370,48.2%,5.51,6.27
CHICAGO WHITE SOX,Jonathan Stiever,advanced,Pitcher,Handedness,2022,vs R,9.39,3.52,2.67,1.76,23.2%,8.7%,14.5%,.246,1.37,.286,74.5%,5.13,4.82
